customer_no,total_enq_amt,total_enq_count
5211,517000.0,5
5212,772000.0,14
5213,290000.0,7
5214,200000.0,4
5215,211003.0,6
5216,202481.0,10
5217,4293952.0,32
5218,9489990.0,22
5219,15476600.0,17
5220,2628001.0,23
5221,2510000.0,22
5222,1741000.0,9
5223,704000.0,12
5224,885500.0,13
5225,2276017.0,34
5226,6107004.0,47
5227,1636411.0,21
5228,347000.0,10
5229,5410000.0,12
5230,569500.0,7
5231,991200.0,4
5232,1438002.0,14
5233,13370402.0,26
5234,100010.0,3
5235,711500.0,14
5236,1140000.0,21
5237,261000.0,7
5238,345550.0,19
5239,357000.0,5
5240,627000.0,10
5241,75000.0,2
5242,676000.0,8
5243,3513190.0,24
5244,1393003.0,18
5245,1575400.0,16
5246,17503000.0,19
5247,226000.0,5
5248,1000.0,1
5249,392000.0,7
5250,7090588.0,17
5251,604000.0,11
5252,1338200.0,13
5253,4925600.0,38
5254,3484400.0,40
5255,486000.0,9
5256,271300.0,8
5257,2010260.0,20
5258,2557000.0,20
5259,960001.0,5
5260,1000.0,1
5261,794000.0,8
5262,1632000.0,12
5263,111000.0,4
5264,476500.0,13
5265,2469812.0,32
5266,52000.0,3
5267,427500.0,7
5268,4441003.0,35
5269,322840.0,9
5270,54257000.0,19
5271,2681460.0,18
5272,1537000.0,11
5273,51000.0,2
5274,1549900.0,22
5275,5338000.0,21
5276,600100.0,9
5277,133000.0,6
5278,1076200.0,22
5279,43101516.0,43
5280,702000.0,9
5281,2503000.0,34
5282,1636750.0,8
5283,5467882.0,26
5284,440000.0,9
5285,513000.0,10
5286,1292000.0,11
5287,538000.0,15
5288,1001.0,2
5289,1481001.0,10
5290,262000.0,7
5291,560000.0,8
5292,530500.0,9
5293,50000.0,1
5294,2450000.0,17
5295,1199020.0,22
5296,22117900.0,14
5297,8944000.0,12
5298,3077822.0,78
5299,1938006.0,17
5300,3380650.0,21
5301,101000.0,3
5302,3156603.0,37
5303,1012902.0,13
5304,225000.0,10
5305,2809002.0,23
5306,2211000.0,16
5307,301000.0,4
5308,517001.0,11
5309,334000.0,5
5310,101000.0,3
5311,1000.0,1
5312,1297001.0,13
5313,436652.0,16
5314,4059300.0,10
5315,976000.0,13
5316,726853.0,15
5317,360500.0,15
5318,364000.0,6
5319,3591000.0,15
5320,1100000.0,3
5321,151000.0,3
5322,7291922.0,59
5323,1030100.0,27
5324,994600.0,16
5325,104999.0,6
5326,1066000.0,17
5327,243000.0,6
5328,227000.0,7
5329,1623100.0,14
5330,10075440.0,48
5331,1235100.0,27
5332,17368110.0,38
5333,1234202.0,24
5334,824100.0,22
5335,125000.0,9
5336,2912001.0,24
5337,1920000.0,7
5338,261000.0,10
5339,403599.0,8
5340,261000.0,7
5341,5929060.0,43
5342,2741200.0,25
5343,400000.0,5
5344,722000.0,21
5345,233758.0,9
5346,850000.0,26
5347,204183600.0,44
5348,197000.0,8
5349,201000.0,5
5350,107363001.0,19
5351,760927.0,14
5352,50001.0,2
5353,2952000.0,50
5354,51000.0,2
5355,7563170.0,13
5356,118111700.0,40
5357,109861160.0,25
5358,8424851.0,22
5359,263947.0,9
5360,671000.0,10
5361,912390.0,10
5362,774000.0,19
5363,8490000.0,10
5364,5341348.0,24
5365,301000.0,5
5366,7584000.0,18
5367,8368287.0,10
5368,290010.0,10
5369,100215300.0,10
5370,1112400.0,15
5371,2914352.0,7
5372,101001.0,4
5373,4979250.0,20
5374,5460500.0,36
5375,99000.0,3
5376,2574000.0,19
5377,1043801.0,20
5378,2281019.0,21
5379,1486900.0,12
5380,60000.0,2
5381,152000.0,4
5382,1251150.0,21
5383,2571001.0,22
5384,52000.0,3
5385,1080000.0,6
5386,130000.0,5
5387,4440190.0,25
5388,203990.0,9
5389,10779190.0,10
5390,1217000.0,14
5391,2344201.0,18
5392,134600.0,7
5393,9374000.0,23
5394,2502200.0,37
5395,366000.0,6
5396,60003.0,4
5397,1293500.0,17
5398,1289120.0,11
5399,490400.0,13
5400,2514102.0,33
5401,1879200.0,22
5402,2300999.0,6
5403,626000.0,12
5404,5150003.0,22
5405,490025.0,7
5406,147215.0,5
5407,1399167.0,24
5408,640600.0,9
5409,584001.0,12
5410,121500.0,6
5411,5431000.0,27
5412,9225300.0,8
5413,334600.0,10
5414,5111590.0,30
5415,210000.0,5
5416,696000.0,12
5417,560000.0,8
5418,2066000.0,10
5419,91000.0,6
5420,2398000.0,34
5421,809500.0,11
5422,156630.0,9
5423,402000.0,9
5424,10000.0,1
5425,82345.0,4
5426,1260000.0,8
5427,1303547.0,12
5428,272000.0,7
5429,1568000.0,8
5430,1444101.0,19
5431,3036000.0,13
5432,719000.0,13
5433,51000.0,2
5434,734103.0,20
5435,437190.0,14
5436,1123001.0,16
5437,9172002.0,24
5438,1000.0,1
5439,702000.0,10
5440,4671201.0,28
5441,12716430.0,46
5442,4116201.0,28
5443,136500.0,5
5444,110000.0,3
5445,5446922.0,20
5446,1785000.0,23
5447,211000.0,3
5448,569001.0,8
5449,654240.0,20
5450,326000.0,7
5451,1662000.0,9
5452,725700.0,14
5453,75858703.0,51
5454,2876655.0,15
5455,318000.0,11
5456,71000.0,3
5457,2106101.0,24
5458,206000.0,9
5459,2483702.0,35
5460,101000.0,3
5461,5475000.0,9
5462,623311.0,18
5463,211000.0,6
5464,3334990.0,27
5465,186820.0,6
5466,439002.0,15
5467,166872.0,5
5468,2003000.0,9
5469,596000.0,10
5470,27246508.0,124
5471,810000.0,2
5472,155000.0,4
5473,910003.0,19
5474,942000.0,9
5475,0.0,0
5476,287490.0,11
5477,565500.0,16
5478,6492650.0,32
5479,70206000.0,17
5480,3224000.0,17
5481,3749598.0,12
5482,10561034.0,30
5483,1761000.0,14
5484,2191000.0,10
5485,2261004.0,17
5486,5573100.0,14
5487,540001.0,12
5488,380000.0,12
5489,100000.0,2
5490,7304000.0,15
5491,126000.0,4
5492,3903201.0,18
5493,1717175.0,17
5494,162000.0,6
5495,201000.0,9
5496,768200.0,18
5497,2875900.0,24
5498,930524102.0,25
5499,3260002.0,13
5500,205004.0,13
5501,1228000.0,6
5502,3182000.0,22
5503,2911000.0,23
5504,218991.0,7
5505,31191200.0,35
5506,205277600.0,68
5507,2931298.0,37
5508,8302010.0,27
5509,1754000.0,9
5510,312000.0,7
5511,451000.0,8
5512,225000.0,10
5513,2626990.0,19
5514,659001.0,20
5515,154000.0,5
5516,5606000.0,32
5517,664000.0,12
5518,201000.0,10
5519,662000.0,15
5520,1436200.0,14
5521,938960.0,5
5522,4951000.0,25
5523,591101.0,23
5524,6984001.0,21
5525,97003.0,10
5526,24500.0,3
5527,211000.0,3
5528,630491.0,4
5529,1215002.0,25
5530,1230799.0,14
5531,950000.0,6
5532,211000.0,5
5533,5462002.0,28
5534,103053003.0,36
5535,52000.0,3
5536,69000.0,6
5537,607500.0,13
5538,2509000.0,17
5539,200031000.0,6
5540,82000.0,4
5541,12662894.0,42
5542,486000.0,7
5543,104763521.0,35
5544,1759000.0,20
5545,541000.0,7
5546,770000.0,11
5547,109572100.0,26
5548,941000.0,11
5549,50000.0,1
5550,112999.0,6
5551,115000.0,2
5552,5508000.0,15
5553,100000.0,2
5554,1647000.0,29
5555,691108.0,18
5556,7294000.0,39
5557,160311.0,8
5558,1886100.0,12
5559,1382003.0,23
5560,121000.0,5
5561,4105002.0,36
5562,4791000.0,18
5563,6342990.0,18
5564,1561000.0,10
5565,3026911.0,35
5566,257000.0,6
5567,201799.0,4
5568,7129000.0,14
5569,801100.0,7
5570,654000.0,5
5571,109906001.0,44
5572,134000.0,5
5573,4803560.0,17
5574,925910.0,7
5575,262000.0,7
5576,1967000.0,9
5577,75000.0,10
5578,1653000.0,6
5579,994000.0,15
5580,30156500.0,7
5581,2294821.0,17
5582,24802000.0,14
5583,126490.0,6
5584,10991003.0,26
5585,2151000.0,5
5586,2220200.0,36
5587,3569000.0,22
5588,2940001.0,24
5589,0.0,0
5590,101546800.0,34
5591,3030000.0,10
5592,71290152.0,48
5593,151000.0,4
5594,3167000.0,11
5595,6202000.0,7
5596,112719402.0,57
5597,596000.0,9
5598,1654100.0,5
5599,101387607.0,23
5600,0.0,0
5601,1267000.0,13
5602,262000.0,7
5603,135515603.0,79
5604,1062000.0,16
5605,351000.0,5
5606,1805152.0,28
5607,1215501.0,16
5608,101000.0,3
5609,7512000.0,11
5610,2900200.0,20
5611,635750.0,7
5612,4683300.0,16
5613,2178000.0,11
5614,1722102.0,28
5615,3626600.0,29
5616,3282500.0,6
5617,2080290.0,5
5618,3144702.0,39
5619,1876002.0,15
5620,2710000.0,3
5621,1486000.0,14
5622,52000.0,3
5623,874500.0,12
5624,8522000.0,28
5625,218750.0,11
5626,51000.0,2
5627,1515705.0,31
5628,4651001.0,34
5629,2853006.0,48
5630,134599014.0,33
5631,4167100.0,26
5632,1498501.0,12
5633,508001.0,20
5634,750000.0,2
5635,620900.0,11
5636,8532100.0,34
5637,2813001.0,13
5638,350000.0,2
5639,1354000.0,11
5640,6575251.0,13
5641,921539.0,7
5642,202000.0,4
5643,4733998.0,22
5644,349022.0,24
5645,1018471.0,14
5646,1541000.0,15
5647,309000.0,12
5648,776942.0,20
5649,2023000.0,10
5650,3463005.0,34
5651,4621600.0,40
5652,2573000.0,14
5653,233000.0,6
5654,698000.0,11
5655,5948608.0,29
5656,13496001.0,42
5657,13904200.0,58
5658,1117800.0,14
5659,542000.0,12
5660,2521001.0,26
5661,8070000.0,15
5662,22837948.0,30
5663,15703104.0,117
5664,1314501.0,25
5665,626100.0,6
5666,164000.0,4
5667,247000.0,6
5668,1469600.0,13
5669,7502002.0,36
5670,921000.0,14
5671,51000.0,2
5672,1009000.0,18
5673,200000.0,4
5674,696500.0,20
5675,5032801.0,52
5676,103000.0,5
5677,5414500.0,19
5678,23151033.0,48
5679,42985206.0,72
5680,100361000.0,6
5681,100000.0,2
5682,2594348.0,7
5683,162445.0,9
5684,284000.0,9
5685,2495000.0,18
5686,21863600.0,102
5687,980000.0,8
5688,317002.0,13
5689,2321935.0,15
5690,2735000.0,7
5691,62000.0,4
5692,1311000.0,24
5693,797001.0,11
5694,0.0,0
5695,2537002.0,13
5696,799000.0,11
5697,1721001.0,28
5698,1818501.0,26
5699,2035000.0,24
5700,667601.0,6
5701,3836286.0,39
5702,1187001.0,13
5703,913150.0,22
5704,428000.0,11
5705,2606000.0,16
5706,5813673.0,45
5707,1406302.0,29
5708,1599861.0,23
5709,403100.0,9
5710,271500.0,5
5711,11933000.0,11
5712,7670197.0,38
5713,1709000.0,5
5714,7731501.0,42
5715,3902150.0,27
5716,3035000.0,18
5717,6860303.0,24
5718,712001.0,17
5719,3600021.0,34
5720,7316501.0,13
5721,861000.0,7
5722,9161000.0,8
5723,70000.0,3
5724,3651473.0,39
5725,4080000.0,23
5726,12469752.0,26
5727,210000.0,5
5728,496000.0,9
5729,2307001.0,13
5730,1274502.0,31
5731,321000.0,8
5732,2579052.0,44
5733,346000.0,8
5734,923000.0,14
5735,765000.0,6
5736,219000.0,5
5737,101445990.0,43
5738,447001.0,11
5739,1382250.0,27
5740,7078549.0,39
5741,21207000.0,31
5742,104246150.0,46
5743,152501.0,5
5744,381002.0,8
5745,1463000.0,9
5746,136001.0,5
5747,1572400.0,13
5748,395500.0,10
5749,611000.0,12
5750,11990300.0,51
5751,833000.0,22
5752,2000.0,1
5753,996000.0,16
5754,271111802.0,38
5755,1016323.0,35
5756,664461.0,20
5757,3181002.0,14
5758,703100.0,8
5759,630200.0,15
5760,1039000.0,14
5761,2174002.0,32
5762,60000.0,2
5763,5367104.0,72
5764,1401000.0,6
5765,9741069.0,21
5766,3711007.0,27
5767,172000.0,7
5768,3403219.0,11
5769,46851132.0,78
5770,100296000.0,10
5771,570200.0,9
5772,856001.0,15
5773,1646600.0,15
5774,4362002.0,12
5775,634000.0,12
5776,1758001.0,16
5777,1346500.0,16
5778,287000.0,9
5779,6407500.0,14
5780,3903001.0,31
5781,1955000.0,18
5782,96000.0,6
5783,1660101.0,14
5784,893000.0,21
5785,294000.0,7
5786,1470000.0,28
5787,727400.0,21
5788,3200844.0,32
5789,2157000.0,18
5790,597000.0,7
5791,411972211.0,24
5792,204950000.0,52
5793,103000.0,5
5794,125000.0,3
5795,2260500.0,6
5796,2440000.0,14
5797,2037890.0,24
5798,1656302.0,42
5799,866000.0,12
5800,1591010.0,21
5801,1000.0,1
5802,2553100.0,16
5803,951000.0,4
5804,9487290.0,28
5805,382000.0,11
5806,102031997.0,26
5807,6852000.0,15
5808,332000.0,14
5809,7681004.0,38
5810,4598100.0,53
5811,151000.0,7
5812,7843203.0,45
5813,1660000.0,12
5814,181400.0,5
5815,200782600.0,16
5816,17351000.0,12
5817,162010.0,7
5818,327000.0,6
5819,1193331.0,17
5820,4231248.0,52
5821,2645000.0,13
5822,151000.0,4
5823,1026000.0,13
5824,660000.0,2
5825,311000.0,4
5826,979193.0,23
5827,13798452.0,67
5828,151001.0,3
5829,2341000.0,16
5830,812001.0,8
5831,1161000.0,6
5832,695926.0,10
5833,25585340.0,41
5834,483000.0,14
5835,1005100.0,19
5836,740000.0,7
5837,1615102.0,21
5838,32651000.0,15
5839,7450000.0,7
5840,570000.0,4
5841,804137.0,10
5842,1915000.0,28
5843,501700.0,12
5844,1044001.0,12
5845,5142424.0,25
5846,473900.0,10
5847,101000.0,3
5848,36037988.0,28
5849,218000.0,7
5850,451000.0,5
5851,2476000.0,16
5852,5593148.0,18
5853,51000.0,2
5854,1132001.0,17
5855,3571600.0,32
5856,1785903.0,19
5857,488000.0,9
5858,982000.0,13
5859,1070000.0,5
5860,138567100.0,30
5861,1060000.0,7
5862,3032755.0,28
5863,177000.0,5
5864,3471000.0,7
5865,1277910.0,10
5866,121000.0,5
5867,105292960.0,132
5868,426000.0,7
5869,753001.0,24
5870,49522531.0,22
5871,1188500.0,18
5872,7890001.0,22
5873,120000.0,4
5874,17188664.0,45
5875,183000.0,9
5876,7408500.0,4
5877,0.0,0
5878,1000.0,1
5879,811500.0,17
5880,4368150.0,53
5881,1741650.0,16
5882,7687001.0,17
5883,280000.0,7
5884,1562200.0,26
5885,191000.0,8
5886,651000.0,5
5887,3119002.0,18
5888,2442000.0,10
5889,1760522.0,44
5890,451000.0,5
5891,0.0,0
5892,51000.0,2
5893,61000.0,3
5894,8422000.0,14
5895,810500.0,18
5896,103193400.0,6
5897,954000.0,7
5898,2322954.0,42
5899,4539700.0,41
5900,3752000.0,7
5901,402002.0,10
5902,102000.0,3
5903,5252303.0,60
5904,365000.0,8
5905,2052501.0,12
5906,341654.0,7
5907,502000.0,8
5908,165000.0,9
5909,10608000.0,28
5910,1401000.0,9
5911,1000.0,1
5912,101000.0,3
5913,41765000.0,29
5914,601000.0,6
5915,271100.0,10
5916,5672000.0,20
5917,405000.0,6
5918,3398000.0,7
5919,27218341.0,48
5920,330000.0,7
5921,11355689.0,58
5922,5547245.0,6
5923,638000.0,13
5924,936000.0,18
5925,2265001.0,10
5926,51000.0,2
5927,100145001.0,9
5928,2651000.0,23
5929,27810202.0,21
5930,0.0,0
5931,833000.0,12
5932,107568100.0,30
5933,4013000.0,8
5934,10752901.0,15
5935,3835401.0,11
5936,2163000.0,14
5937,47187001.0,36
5938,1775076.0,10
5939,3756000.0,10
5940,1625001.0,18
5941,6803501.0,34
5942,1713000.0,8
5943,1161500.0,8
5944,10100.0,2
5945,315600.0,10
5946,17501339.0,33
5947,2404500.0,25
5948,261000.0,6
5949,1232001.0,9
5950,91000.0,3
5951,2112899.0,17
5952,7146055.0,57
5953,1270000.0,5
5954,871815.0,25
5955,4536002.0,19
5956,1512150.0,19
5957,5333000.0,21
5958,312000.0,7
5959,61000.0,2
5960,7837704.0,60
5961,3104021.0,21
5962,716000.0,18
5963,1605504.0,19
5964,601000.0,3
5965,954386.0,5
5966,549010.0,13
5967,2530422.0,15
5968,263002.0,8
5969,1514100.0,14
5970,424200.0,5
5971,3711700.0,24
5972,10000.0,1
5973,213003.0,13
5974,111000.0,4
5975,142232.0,4
5976,1746000.0,11
5977,649623.0,13
5978,5874000.0,37
5979,10100.0,2
5980,464300.0,11
5981,111000.0,5
5982,403101.0,14
5983,556000.0,4
5984,829700.0,9
5985,1802000.0,6
5986,544100.0,11
5987,1061450.0,25
5988,451000.0,4
5989,162000.0,5
5990,2111617.0,20
5991,4731050.0,29
5992,167000.0,7
5993,318103.0,18
5994,195010.0,8
5995,3964500.0,14
5996,200000.0,4
5997,20291000.0,15
5998,3156000.0,8
5999,1807651.0,28
6000,11179100.0,32
6001,3940504.0,29
6002,96000.0,4
6003,305429202.0,68
6004,200000.0,19
6005,725000.0,8
6006,3306001.0,20
6007,152452000.0,14
6008,3417200.0,35
6009,1240000.0,7
6010,11361091.0,48
6011,203856990.0,14
6012,8690000.0,19
6013,14685000.0,34
6014,3575872.0,24
6015,402000.0,6
6016,680300.0,9
6017,5477201.0,42
6018,23297202.0,29
6019,17133000.0,10
6020,1266148.0,10
6021,101000.0,3
6022,52000.0,3
6023,185000.0,5
6024,4069002.0,22
6025,3029000.0,15
6026,3603736.0,21
6027,548000.0,9
6028,953000.0,9
6029,1489000.0,11
6030,2322000.0,6
6031,249580.0,6
6032,210000.0,4
6033,102068000.0,25
6034,321000.0,9
6035,1328000.0,15
6036,1660001.0,7
6037,111000.0,4
6038,51000.0,2
6039,2203800.0,22
6040,11071101.0,30
6041,462000.0,6
6042,4016000.0,16
6043,210000.0,5
6044,113000.0,4
6045,70100.0,4
6046,4419500.0,35
6047,6314055.0,28
6048,1548452.0,27
6049,1026300.0,11
6050,209776102.0,32
6051,9624893.0,75
6052,3662613.0,26
6053,6418924.0,11
6054,169000.0,5
6055,157501.0,5
6056,4040900.0,10
6057,591000.0,5
6058,2100000.0,4
6059,327000.0,9
6060,143962101.0,57
6061,116370000.0,35
6062,97000.0,7
6063,1758102.0,27
6064,701000.0,9
6065,153000.0,6
6066,882200.0,22
6067,2185723.0,19
6068,1435000.0,18
6069,3248000.0,19
6070,810500.0,12
6071,490800.0,5
6072,2229000.0,41
6073,357000.0,10
6074,1768000.0,18
6075,1022033508.0,78
6076,7260251.0,11
6077,1425001.0,8
6078,150241100.0,34
6079,1434102.0,15
6080,8128462.0,66
6081,334000.0,14
6082,210268600.0,25
6083,459300.0,19
6084,411693700.0,31
6085,418510498.0,56
6086,2190114124.0,46
6087,1304800.0,17
6088,3141000.0,6
6089,12608004.0,60
6090,2668000.0,10
6091,1936000.0,17
6092,5664701.0,25
6093,9759000.0,25
6094,51226823.0,70
6095,12630000.0,29
6096,2454000.0,4
6097,3504900.0,41
6098,2657801.0,27
6099,1408700.0,22
6100,1438000.0,15
6101,278000.0,13
6102,347000.0,10
6103,212000.0,6
6104,601001.0,20
6105,787001.0,12
6106,601600.0,17
6107,1519888.0,16
6108,8433900.0,27
6109,301000.0,5
6110,17201000.0,12
6111,103430201.0,23
6112,6247793.0,24
6113,1299502.0,26
6114,3615200.0,31
6115,6255500.0,14
6116,640000.0,9
6117,5603300.0,40
6118,1527001.0,10
6119,441529316.0,71
6120,2586700.0,4
6121,11247000.0,14
6122,557200.0,11
6123,9194492.0,27
6124,2404900.0,36
6125,50000.0,1
6126,1662600.0,25
6127,291000.0,8
6128,2497000.0,28
6129,1392400.0,14
6130,250000.0,3
6131,2547000.0,25
6132,2920743.0,23
6133,56943000.0,25
6134,1009000.0,40
6135,4326500.0,28
6136,806000.0,15
6137,832000.0,5
6138,455000.0,10
6139,240000.0,8
6140,4310458.0,42
6141,1367000.0,9
6142,781000.0,16
6143,134000.0,9
6144,762000.0,12
6145,201500.0,6
6146,624052.0,18
6147,188676081.0,246
6148,14625122.0,22
6149,13512000.0,19
6150,26355500.0,65
6151,1896000.0,23
6152,1687628.0,11
6153,104206040.0,46
6154,1265000.0,11
6155,1465000.0,13
6156,235000.0,11
6157,613100.0,27
6158,16990576.0,44
6159,108542600.0,41
6160,6726381.0,33
6161,63000.0,5
6162,791890.0,17
6163,18666715.0,60
6164,10391000.0,34
6165,141776.0,4
6166,1122200.0,20
6167,3338501.0,32
6168,2658972.0,26
6169,4018001.0,19
6170,212000.0,13
6171,1176000.0,6
6172,7611482.0,20
6173,1421662.0,28
6174,363480.0,12
6175,1663000.0,23
6176,102281526.0,57
6177,17583845.0,44
6178,111680100.0,22
6179,896001.0,18
6180,22632593.0,99
6181,1041733.0,23
6182,1670000.0,30
6183,2406100.0,21
6184,108684505.0,44
6185,391000.0,8
6186,347500.0,6
6187,3644378.0,46
6188,5909000.0,32
6189,2473000.0,11
6190,1132001.0,16
6191,810003.0,28
6192,856001.0,16
6193,90000.0,3
6194,10001.0,2
6195,462000.0,16
6196,580200.0,17
6197,860000.0,19
6198,1092000.0,13
6199,3014445.0,14
6200,408000.0,10
6201,3936000.0,22
6202,1571010.0,12
6203,16768100.0,75
6204,1496501.0,22
6205,121000.0,3
6206,6305590.0,38
6207,618000.0,11
6208,1013000.0,10
6209,440200.0,12
6210,10231000.0,8
6211,637200.0,21
6212,591626.0,16
6213,5261000.0,30
6214,110140.0,8
6215,5288000.0,30
6216,183000.0,8
6217,1000.0,1
6218,4471664.0,25
6219,123000.0,7
6220,61000.0,3
6221,668000.0,10
6222,100826100.0,18
6223,7440241.0,41
6224,11327422.0,31
6225,7719202.0,33
6226,2127900.0,19
6227,1118101.0,18
6228,457250.0,4
6229,1186500.0,23
6230,1187200.0,16
6231,100001.0,2
6232,573100.0,12
6233,17505885.0,22
6234,5056779.0,36
6235,10017000.0,17
6236,479604.0,15
6237,46000.0,3
6238,381100.0,16
6239,3951500.0,33
6240,453000.0,16
6241,1061000.0,10
6242,0.0,0
6243,1233000.0,15
6244,187000.0,7
6245,2846686.0,16
6246,435840.0,12
6247,1544000.0,25
6248,3392001.0,24
6249,97000.0,4
6250,1508103.0,13
6251,6528101.0,47
6252,167528.0,5
6253,7224491.0,50
6254,639000.0,14
6255,1148300.0,15
6256,6336000.0,11
6257,2721000.0,14
6258,23152200.0,38
6259,2721000.0,21
6260,2571400.0,34
6261,6044197.0,56
6262,1662300.0,30
6263,5972000.0,23
6264,6581700.0,40
6265,2069101.0,32
6266,287000.0,4
6267,6326301.0,58
6268,1593160001.0,96
6269,2871000.0,33
6270,1150000.0,4
6271,816508.0,30
6272,11579000.0,35
6273,26542100.0,21
6274,1300000.0,7
6275,7703500.0,24
6276,1140903.0,11
6277,81001.0,6
6278,13181191.0,50
6279,262000.0,7
6280,10311101.0,38
6281,1719000.0,13
6282,2397102.0,35
6283,201000.0,5
6284,3516665.0,11
6285,2352000.0,13
6286,105592003.0,26
6287,861000.0,4
6288,2112100.0,22
6289,1354702.0,22
6290,100371600.0,12
6291,382000.0,12
6292,491007.0,18
6293,11884201.0,27
6294,4310200.0,10
6295,204868057.0,69
6296,1267601.0,18
6297,410300.0,15
6298,112000.0,5
6299,23742920.0,60
6300,2227000.0,21
6301,3104000.0,38
6302,111000.0,4
6303,1071000.0,6
6304,420900.0,16
6305,3508200.0,23
6306,611000.0,5
6307,2013000.0,14
6308,17252344.0,70
6309,2112500.0,7
6310,2521000.0,21
6311,101747340.0,30
6312,2286000.0,18
6313,4507001.0,25
6314,2607500.0,15
6315,976118.0,16
6316,567001.0,14
6317,1902102.0,29
6318,2995600.0,16
6319,222000.0,7
6320,5036000.0,12
6321,251000.0,10
6322,1856000.0,30
6323,104735100.0,34
6324,3466000.0,30
6325,385000.0,13
6326,242000.0,7
6327,1461900.0,47
6328,3070974.0,29
6329,11609200.0,42
6330,111865750.0,79
6331,342000.0,8
6332,194000.0,10
6333,69595534.0,47
6334,1927800.0,26
6335,4414120.0,18
6336,2263100.0,21
6337,2800709.0,17
6338,622502.0,5
6339,4625861.0,14
6340,1706151.0,13
6341,11023002.0,26
6342,4862000.0,17
6343,1875503.0,27
6344,78500.0,4
6345,226000.0,6
6346,1022001.0,18
6347,3996000.0,16
6348,5755000.0,30
6349,7445003.0,29
6350,2255195.0,37
6351,2197819.0,31
6352,125500.0,6
6353,1741695.0,26
6354,133000.0,8
6355,1574000.0,12
6356,8011852.0,57
6357,15041200.0,28
6358,799780.0,14
6359,2549000.0,19
6360,6607000.0,25
6361,1485200.0,24
6362,632540.0,19
6363,3808594.0,36
6364,4230000.0,23
6365,106868010.0,35
6366,15630000.0,9
6367,3494001.0,30
6368,5195000.0,18
6369,422000.0,10
6370,4184000.0,22
6371,8742150.0,19
6372,1286000.0,16
6373,4452042.0,58
6374,3362500.0,14
6375,961500.0,20
6376,2966500.0,20
6377,101313902.0,22
6378,689000.0,12
6379,110000.0,2
6380,1467628.0,14
6381,15486000.0,20
6382,102783731.0,45
6383,5318004.0,30
6384,1289101.0,15
6385,1001000.0,4
6386,1606000.0,12
6387,61000.0,3
6388,1191000.0,8
6389,1565002.0,16
6390,461000.0,5
6391,42275084.0,140
6392,2874150.0,42
6393,3951000.0,21
6394,3317801.0,20
6395,417000.0,13
6396,5793500.0,31
6397,4889424.0,152
6398,6543000.0,23
6399,16448956.0,78
6400,1896201.0,25
6401,3372100.0,32
6402,12695000.0,7
6403,2557001.0,20
6404,175037001.0,51
6405,328000.0,10
6406,13412000.0,14
6407,250000.0,4
6408,2013500.0,12
6409,1080010.0,18
6410,105185000.0,33
6411,278000.0,7
6412,434000.0,15
6413,2510000.0,2
6414,14567931.0,38
6415,1252002.0,10
6416,540000.0,14
6417,862000.0,11
6418,604540.0,9
6419,1800812.0,22
6420,350001.0,3
6421,301000.0,8
6422,3930100.0,29
6423,252000.0,11
6424,570001.0,7
6425,521000.0,19
6426,52150.0,4
6427,20016200.0,20
6428,343000.0,14
6429,617000.0,13
6430,10.0,1
6431,1000.0,1
6432,319202.0,12
6433,539434.0,14
6434,1611191.0,10
6435,3106302.0,33
6436,412001.0,13
6437,107312900.0,29
6438,837002.0,18
6439,379151.0,17
6440,146000.0,5
6441,15513101.0,22
6442,248000.0,10
6443,4632500.0,24
6444,1520000.0,16
6445,5478285.0,41
6446,4892200.0,33
6447,1209000.0,24
6448,61000.0,3
6449,291000.0,7
6450,2514002.0,32
6451,11280101.0,40
6452,2880010.0,6
6453,961300.0,12
6454,901000.0,9
6455,4349401.0,60
6456,217300.0,13
6457,730001.0,19
6458,3845070.0,21
6459,2018752.0,15
6460,2652247.0,19
6461,2093000.0,31
6462,2221300.0,26
6463,12946801.0,21
6464,5408248.0,48
6465,552000.0,13
6466,1672450.0,17
6467,1433000.0,17
6468,2090000.0,16
6469,8584102.0,46
6470,101484000.0,19
6471,3162000.0,10
6472,63000.0,5
6473,10561900.0,22
6474,1836000.0,11
6475,210000.0,4
6476,4154000.0,16
6477,13071800.0,82
6478,10760301.0,43
6479,4475000.0,28
6480,1501000.0,15
6481,305000.0,8
6482,1430003.0,18
6483,1522011.0,23
6484,523500.0,11
6485,7301000.0,8
6486,5673102.0,54
6487,332000.0,9
6488,9060672.0,51
6489,473510.0,7
6490,1815000.0,17
6491,0.0,0
6492,5070600.0,38
6493,6048100.0,26
6494,110054345.0,47
6495,1156246.0,20
6496,4221352.0,47
6497,940000.0,8
6498,21137601.0,41
6499,200000.0,1
6500,1642500.0,9
6501,11000.0,2
6502,416000.0,3
6503,520250.0,10
6504,2911800.0,17
6505,6386700.0,16
6506,5311002.0,32
6507,438000.0,10
6508,6478000.0,34
6509,15787352.0,25
6510,201493000.0,20
6511,10173501.0,42
6512,87000.0,3
6513,1012000.0,8
6514,6427000.0,26
6515,3807501.0,25
6516,492199.0,7
6517,1751900.0,28
6518,146500.0,5
6519,16608912.0,80
6520,4422030.0,84
6521,622150.0,14
6522,261000.0,8
6523,426000.0,7
6524,13115085.0,52
6525,19789000.0,24
6526,2937539.0,53
6527,666100.0,13
6528,2914000.0,22
6529,0.0,0
6530,640379.0,17
6531,1388000.0,14
